Feature,Importance
hsa-mir-4658,0.0021060407361030166
hsa-mir-151a,0.002103310372152929
hsa-mir-29b-1,0.0020989908033552224
hsa-mir-99a,0.0020791179383562977
hsa-mir-212,0.0020651468979388326
hsa-mir-1305,0.0020625380473155955
hsa-mir-145,0.002055608546582826
hsa-mir-337,0.0020493594015538884
hsa-mir-7156,0.0020185272995297283
hsa-mir-6747,0.002003182617115361
hsa-mir-466,0.0019914312059516035
hsa-mir-874,0.001965228451874039
hsa-mir-500b,0.001959587793062927
hsa-mir-3124,0.001946692709797749
hsa-mir-20a,0.0019439421553296857
hsa-mir-582,0.0019434756615083623
hsa-mir-196b,0.001912129849615499
hsa-mir-378c,0.001898032389105619
hsa-mir-4777,0.0018964621216069177
hsa-mir-194-1,0.0018895082446766364
hsa-mir-33b,0.001876497525611363
hsa-mir-3913-2,0.0018672932775968853
hsa-mir-19b-2,0.0018651729194608438
hsa-mir-23a,0.0018625756386467353
hsa-mir-2114,0.0018597481595466698
hsa-mir-34b,0.0018583277420836984
hsa-mir-6777,0.0018559767693547883
hsa-mir-769,0.001841863986481848
hsa-mir-3939,0.0018233840324292873
hsa-mir-4461,0.0018198036678352429
hsa-mir-4684,0.0018141422092298031
hsa-mir-138-2,0.0018139064983314368
hsa-mir-125b-1,0.0018072407142726028
hsa-mir-548aw,0.001781538400794329
hsa-mir-361,0.0017734253381014662
hsa-mir-3174,0.001766061387964738
hsa-mir-1270,0.0017589957548950323
hsa-mir-493,0.0017425846201782132
hsa-mir-2115,0.0017398937771113045
hsa-mir-625,0.0017388281080202186
hsa-mir-4730,0.0017334085639091805
hsa-mir-1275,0.0017181191186602756
hsa-mir-3610,0.0017070936451648335
hsa-mir-6824,0.0017043131947279508
hsa-mir-377,0.0017029895730319678
hsa-mir-4791,0.001702819989490103
hsa-mir-4745,0.001696971641572286
hsa-mir-708,0.001694914800096001
hsa-mir-5684,0.0016723316031102837
hsa-mir-338,0.001671805856599124
hsa-mir-942,0.0016706096287278551
hsa-mir-4640,0.001664676487395715
hsa-mir-4786,0.001659423968685848
hsa-mir-4638,0.001638969356490471
hsa-mir-29a,0.0015981325006537942
hsa-mir-3130-2,0.0015892867440372809
hsa-mir-1266,0.001574399108258287
hsa-mir-4679-2,0.0015602195612900683
hsa-mir-107,0.0015583307313926762
hsa-mir-4797,0.001551939166713421
hsa-mir-369,0.0015504557900393495
hsa-mir-581,0.001547151850736571
hsa-mir-210,0.0015270970316037084
hsa-mir-1249,0.0015262636423903568
hsa-mir-6132,0.001507738299909774
hsa-let-7a-3,0.0014824650863763643
hsa-mir-105-2,0.001482216130893205
hsa-mir-4473,0.0014659872819511388
hsa-mir-6842,0.0014626517693480299
hsa-mir-153-2,0.0014484507536099871
hsa-mir-328,0.0014436256697696174
hsa-mir-6775,0.001436916516455788
hsa-mir-6874,0.0014339405356565535
hsa-mir-6833,0.0014306344597228618
hsa-mir-7706,0.001428086290495314
hsa-mir-450a-1,0.0014273487643621824
hsa-mir-6755,0.0014241898054874569
hsa-mir-1293,0.0014198080966729568
hsa-mir-605,0.0014185291429011744
hsa-mir-500a,0.0014151096494884085
hsa-mir-181c,0.0014069249289182834
hsa-mir-133b,0.001401972363422547
hsa-mir-548b,0.0013956071803917299
hsa-mir-4772,0.0013881283359321378
hsa-mir-3682,0.0013880616833902213
hsa-mir-4674,0.0013719095201972613
hsa-mir-197,0.0013693141477217428
hsa-mir-513c,0.0013677862251394713
hsa-mir-370,0.0013644510936723611
hsa-mir-1-2,0.00135413564617846
hsa-mir-214,0.0013527215467378716
hsa-mir-598,0.001338979713529733
hsa-mir-382,0.001329371360141816
hsa-mir-5706,0.0013265194432790707
hsa-let-7c,0.001320103788224085
hsa-mir-7161,0.0013195870658276676
hsa-mir-4740,0.0013137277490928335
hsa-mir-550a-3,0.0013093344735589007
hsa-mir-6837,0.0013059223967068839
hsa-mir-219a-1,0.0013059075080919058
hsa-mir-543,0.0013056682109209644
hsa-mir-767,0.0013014068234471177
hsa-mir-664b,0.00130043146369094
hsa-mir-760,0.0012943724938768678
hsa-mir-3613,0.001289510562970683
hsa-mir-4691,0.0012877231463835198
hsa-mir-6513,0.001286764764524319
hsa-mir-19a,0.0012841928222852407
hsa-mir-29c,0.0012840127263115673
hsa-mir-676,0.001279573224830429
hsa-mir-944,0.0012743020274238951
hsa-mir-106b,0.0012667921515787527
hsa-mir-143,0.0012654810241415119
hsa-mir-130a,0.0012641126147209204
hsa-mir-19b-1,0.0012621495727009773
hsa-mir-636,0.0012554135315565023
hsa-mir-3189,0.0012419647794236432
hsa-mir-1-1,0.001240783285712232
hsa-mir-6797,0.0012404986685251886
hsa-mir-489,0.001238140357104534
hsa-mir-1295a,0.0012294876590061908
hsa-mir-34a,0.0012257362357135588
hsa-mir-3913-1,0.0012230349023152115
hsa-mir-656,0.0012221860029516679
hsa-mir-4747,0.0012218941327047427
hsa-mir-329-1,0.001217171375131028
hsa-mir-485,0.0012061032888507014
hsa-mir-6763,0.001204499607626877
hsa-mir-27b,0.0012016925110892394
hsa-mir-135a-1,0.0011896961987091462
hsa-mir-215,0.0011769271455938568
hsa-let-7a-2,0.0011673050313727848
hsa-mir-184,0.0011659098970809403
hsa-mir-128-1,0.0011647768765423582
hsa-mir-519a-1,0.001162651129902712
hsa-mir-1247,0.0011621407290844776
hsa-mir-30a,0.0011538164236061764
hsa-mir-491,0.0011528134859820991
hsa-mir-3664,0.0011522542972235712
hsa-mir-4492,0.0011512863007193932
hsa-mir-6783,0.0011511324957419586
hsa-mir-3177,0.00113847992803252
hsa-mir-6720,0.001137814045694684
hsa-mir-1262,0.001135773847922761
hsa-mir-3926-2,0.0011291376394391213
hsa-mir-130b,0.0011219571326522776
hsa-mir-1307,0.0011201263089157915
hsa-mir-204,0.0011167655303481014
hsa-mir-15a,0.0011162304890715937
hsa-mir-4687,0.0011095904339117424
hsa-mir-578,0.0011090698184531554
hsa-mir-7854,0.0010978111464314605
hsa-mir-365a,0.0010971173141407925
hsa-mir-128-2,0.0010948567293318872
hsa-mir-6877,0.00109060803325855
hsa-mir-579,0.001088874426941229
hsa-mir-671,0.0010868115940573938
hsa-mir-6716,0.0010657929573647965
hsa-mir-98,0.0010622365001211778
hsa-mir-5586,0.0010614702728718919
hsa-mir-3607,0.0010598185899905292
hsa-mir-3920,0.0010578634222178334
hsa-mir-216a,0.0010564664342449237
hsa-mir-758,0.0010414474443113764
hsa-mir-378d-1,0.0010405183132497994
hsa-mir-3917,0.0010382287532856463
hsa-mir-1910,0.0010380440223862056
hsa-mir-4762,0.0010380170175336597
hsa-mir-6516,0.0010307901719506642
hsa-mir-522,0.0010234498605324026
hsa-mir-129-2,0.0010219089070626535
hsa-mir-6761,0.001019515879724088
hsa-mir-5187,0.0010091174965530412
hsa-mir-3145,0.0010087289656521272
hsa-mir-4768,0.0010040640489313048
hsa-mir-194-2,0.0010030281487663868
hsa-mir-182,0.001000483770207079
hsa-mir-548o,0.000999963885980967
hsa-mir-3618,0.0009960037545080013
hsa-mir-532,0.0009931970592854489
hsa-mir-1282,0.0009905844251512077
hsa-mir-483,0.0009875955727900849
hsa-mir-92b,0.0009764176305487826
hsa-mir-3678,0.0009753259060194699
hsa-mir-4444-2,0.0009730851799642683
hsa-mir-10b,0.0009724065714898134
hsa-mir-577,0.0009723976330407827
hsa-mir-211,0.0009720305541687362
hsa-mir-641,0.0009712945553046478
hsa-mir-4690,0.000970344925984992
hsa-mir-92a-1,0.000965806622320643
hsa-mir-203b,0.0009607673153723788
hsa-mir-3157,0.0009529784079983076
hsa-mir-6813,0.000949273522447141
hsa-mir-126,0.0009490059683574959
hsa-mir-548o-2,0.0009489646714467507
hsa-mir-3651,0.000948538338366967
hsa-mir-744,0.0009452127290570832
hsa-mir-4733,0.0009392934578130935
hsa-mir-153-1,0.0009383613680140422
hsa-mir-6793,0.0009377557169633107
hsa-mir-660,0.0009377156763494424
hsa-mir-5581,0.0009354035480964752
hsa-mir-4724,0.0009321797082624864
hsa-mir-1537,0.0009286553926711643
hsa-mir-6855,0.0009286413815980029
hsa-mir-3140,0.0009265946694747629
hsa-mir-4665,0.0009245669336915531
hsa-mir-4636,0.0009183090602879921
hsa-mir-2355,0.000917858282096091
hsa-mir-188,0.0009173000401313212
hsa-let-7i,0.0009171165920446203
hsa-mir-138-1,0.0009168385904577451
hsa-mir-18a,0.0009049698719347886
hsa-mir-574,0.0009037026357705698
hsa-mir-3940,0.0008999424741203456
hsa-mir-5094,0.0008983094308114552
hsa-mir-4683,0.0008972938137174485
hsa-mir-21,0.0008910329594633755
hsa-mir-548v,0.0008909113418657594
hsa-mir-509-2,0.0008908152016069466
hsa-mir-31,0.0008852741977981639
hsa-mir-320a,0.0008716679972918339
hsa-mir-183,0.000868785943733729
hsa-mir-1271,0.0008646219861392325
hsa-mir-6754,0.0008645788867067759
hsa-mir-181a-1,0.0008617246720947633
hsa-mir-141,0.0008557687590665567
hsa-mir-5010,0.0008538283610936276
hsa-mir-5680,0.0008518181491792296
hsa-mir-222,0.0008445422069961106
hsa-mir-3130-1,0.0008423751487184013
hsa-mir-425,0.0008405894494994204
hsa-mir-559,0.0008349118496851642
hsa-mir-4676,0.0008336644049654618
hsa-mir-5579,0.000830698896437062
hsa-mir-200b,0.0008305162191542515
hsa-mir-642b,0.0008265806984021561
hsa-mir-3150b,0.0008260156666950972
hsa-mir-1296,0.0008260028365610603
hsa-mir-4753,0.0008246843181492255
hsa-mir-4527,0.0008230857688352777
hsa-mir-3677,0.0008201964936077849
hsa-mir-296,0.0008181786662836356
hsa-mir-6503,0.0008167204444081054
hsa-mir-147b,0.0008153278747469506
hsa-mir-6799,0.0008148950771190609
hsa-mir-4657,0.0008128168040793215
hsa-mir-148b,0.0008098446480722223
hsa-mir-561,0.0008096307545670435
hsa-mir-6875,0.0008069083576964002
hsa-mir-3188,0.0008045373234247104
hsa-mir-9-3,0.0008018994198775919
hsa-mir-3619,0.0008014431805848472
hsa-mir-652,0.0008006415963458282
hsa-mir-511,0.000792600674231804
hsa-mir-320b-1,0.0007911964946324955
hsa-mir-4788,0.0007908381201291644
hsa-mir-100,0.0007889083985533196
hsa-mir-146b,0.0007886251525007894
hsa-let-7f-2,0.0007851488425471955
hsa-mir-423,0.0007829628415809221
hsa-mir-326,0.0007828395095688317
hsa-mir-548s,0.0007768460337743087
hsa-mir-4652,0.0007757355752966967
hsa-mir-320b-2,0.0007756261529946073
hsa-mir-28,0.0007740753803072676
hsa-mir-503,0.0007666924385240057
hsa-mir-1245b,0.0007657672805606121
hsa-mir-3605,0.000764510884082996
hsa-mir-4796,0.0007643522762450161
hsa-let-7a-1,0.0007586733068631028
hsa-mir-516a-1,0.000756560630963117
hsa-mir-424,0.000752004128007755
hsa-mir-1287,0.0007505644035539743
hsa-mir-3190,0.0007420119269256859
hsa-mir-545,0.0007390149858577422
hsa-mir-3187,0.0007314590162047901
hsa-mir-5571,0.0007312001189471211
hsa-mir-5694,0.0007308036098650187
hsa-mir-549a,0.0007281130699847813
hsa-mir-3170,0.0007261044565172964
hsa-mir-6504,0.0007253617438667522
hsa-mir-4501,0.0007218588088198874
hsa-mir-18b,0.0007208770477922539
hsa-mir-122,0.0007184619892319838
hsa-mir-943,0.0007174955333179781
hsa-mir-3199-1,0.000716833062139753
hsa-mir-186,0.0007133016778687366
hsa-mir-7-1,0.0007124470316017829
hsa-mir-7702,0.0007123764975885269
hsa-mir-6892,0.0007100411350412254
hsa-mir-134,0.000706475439821522
hsa-mir-190b,0.0007007391768464196
hsa-mir-6087,0.0006984910951564087
hsa-mir-140,0.0006959830561523749
hsa-mir-449c,0.0006933560102771552
hsa-mir-450b,0.0006864985327791553
hsa-mir-2110,0.000681485684024409
hsa-mir-4469,0.0006812691620399716
hsa-mir-887,0.0006807495011929334
hsa-mir-6737,0.0006801236921123711
hsa-mir-190a,0.0006796479507493321
hsa-mir-3181,0.0006782128281995399
hsa-mir-6510,0.0006759805152364728
hsa-mir-3614,0.0006722346546480166
hsa-mir-1197,0.0006697945387311496
hsa-mir-1258,0.0006693358854395703
hsa-mir-3941,0.000667245064619744
hsa-mir-935,0.0006670447834780405
hsa-mir-4326,0.0006668689939885942
hsa-mir-4646,0.0006658527258883395
hsa-mir-1277,0.0006652734276041795
hsa-mir-4446,0.0006589434585315788
hsa-mir-3193,0.0006558668327918536
hsa-mir-6511b-2,0.0006554836456376574
hsa-mir-103a-1,0.0006548997965528803
hsa-mir-218-1,0.0006525940005718204
hsa-mir-642a,0.0006524086315835461
hsa-mir-632,0.0006517093781482718
hsa-mir-4736,0.0006461359813658411
hsa-mir-4423,0.0006450940254833225
hsa-mir-5193,0.0006403650595263785
hsa-mir-4726,0.0006402213727635266
hsa-mir-450a-2,0.0006397965705280085
hsa-mir-330,0.0006375195182701344
hsa-mir-765,0.0006341202139030362
hsa-mir-1265,0.0006327819613129802
hsa-mir-149,0.0006301845399183166
hsa-mir-101-2,0.0006257986330929164
hsa-mir-589,0.0006241018781780767
hsa-mir-181a-2,0.0006238402720124218
hsa-mir-3652,0.0006237489364953757
hsa-mir-6802,0.000623687723939995
hsa-mir-3164,0.0006227977764893544
hsa-mir-4799,0.0006225923562526203
hsa-mir-451a,0.0006224485984260319
hsa-mir-1245a,0.0006221946438132935
hsa-mir-5699,0.0006218866495175932
hsa-mir-6746,0.0006218127699587678
hsa-mir-6825,0.0006198245256165432
hsa-mir-1306,0.0006150934482967268
hsa-mir-1468,0.0006142921262934564
hsa-mir-4781,0.0006122987392356582
hsa-mir-3690-1,0.0006122102025235377
hsa-mir-429,0.000610819568859918
hsa-mir-1294,0.0006085165151881074
hsa-mir-542,0.0006046058781328355
hsa-mir-607,0.0006028758730849073
hsa-mir-6885,0.0005998667643229081
hsa-mir-1911,0.0005990156421695368
hsa-mir-4677,0.0005980457530424813
hsa-mir-1289-1,0.0005969994811064053
hsa-mir-5697,0.0005931312237330702
hsa-mir-539,0.0005929264011143306
hsa-mir-3937,0.0005918668291221658
hsa-mir-376a-2,0.000591200640319487
hsa-mir-6788,0.0005910690806158564
hsa-mir-3681,0.0005859066864398005
hsa-mir-93,0.000579326184387152
hsa-mir-9-1,0.0005789009586953604
hsa-mir-205,0.0005788857501446105
hsa-mir-1284,0.0005786738314756482
hsa-mir-4668,0.000576323170817424
hsa-let-7b,0.0005752916496852942
hsa-mir-551b,0.0005738343449421332
hsa-mir-342,0.0005725630007149597
hsa-let-7g,0.0005722792579302219
hsa-mir-7111,0.0005711465844527432
hsa-mir-939,0.0005710950003210975
hsa-mir-1295b,0.0005661437516684074
hsa-mir-526b,0.0005658437444243771
hsa-mir-1976,0.0005653772936344827
hsa-mir-92a-2,0.0005649557778339158
hsa-mir-96,0.0005626845369849591
hsa-mir-3175,0.000561611111224129
hsa-mir-3615,0.0005560245304135581
hsa-mir-5001,0.0005538543003757008
hsa-mir-4487,0.0005525871611453656
hsa-mir-6502,0.0005512707930506054
hsa-mir-665,0.0005504607077468955
hsa-mir-3922,0.0005495243620786249
hsa-mir-33a,0.0005488916254796685
hsa-mir-651,0.0005481584173192266
hsa-mir-421,0.0005472212460502405
hsa-mir-6844,0.0005471964831685048
hsa-mir-1909,0.0005458849441257715
hsa-mir-1292,0.0005438338904021899
hsa-mir-4647,0.0005404917257598447
hsa-mir-3926-1,0.000539930922848055
hsa-mir-4717,0.0005394019283222477
hsa-mir-5091,0.0005348186278235988
hsa-mir-6871,0.0005343492956624783
hsa-mir-106a,0.0005338438858119838
hsa-mir-505,0.0005336829680026887
hsa-mir-320d-1,0.000530997505109867
hsa-mir-940,0.0005280812938177849
hsa-mir-6781,0.0005276045739688603
hsa-mir-4484,0.0005275555428005227
hsa-mir-23b,0.0005270496979414972
hsa-mir-191,0.0005269410164508599
hsa-mir-885,0.0005268209931747126
hsa-mir-6821,0.0005257126891558321
hsa-mir-496,0.0005238123434325616
hsa-mir-548j,0.0005233623134010948
hsa-mir-6750,0.0005212793645840485
hsa-mir-1231,0.0005206607120254458
hsa-mir-154,0.0005206329770054171
hsa-mir-6499,0.0005177156597839423
hsa-mir-4758,0.0005074358562783618
hsa-mir-550a-1,0.0005034304330275353
hsa-let-7e,0.000499473794284631
hsa-mir-187,0.0004953889372678296
hsa-mir-6784,0.0004948929533103637
hsa-mir-196a-2,0.0004947750351785581
hsa-mir-1255a,0.0004921458932464375
hsa-mir-374b,0.0004896933236136498
hsa-mir-3163,0.00048412093042056177
hsa-mir-301b,0.00048373326819180576
hsa-mir-7113,0.00048273860466551327
hsa-mir-449a,0.0004819692652502732
hsa-mir-6762,0.00048129725870771844
hsa-mir-1269a,0.0004812319160396478
hsa-mir-320c-2,0.0004793322968581741
hsa-mir-3936,0.000478159048235362
hsa-mir-4742,0.00047621773199620445
hsa-mir-7705,0.000473138186161661
hsa-mir-4738,0.00047123173921339635
hsa-mir-4749,0.00047007122450669104
hsa-mir-571,0.00046937128679318117
hsa-mir-380,0.00046619987892338154
hsa-mir-486-1,0.0004621958260687123
hsa-mir-3202-1,0.0004563717990432802
hsa-mir-5087,0.0004561413782808837
hsa-mir-664a,0.00045250278029193325
hsa-mir-3178,0.00045245093746775123
hsa-mir-449b,0.00045155541582813096
hsa-mir-363,0.0004512635818257995
hsa-mir-103a-2,0.00044901828290832126
hsa-mir-4649,0.0004483133746135998
hsa-mir-4727,0.0004478675307391079
hsa-mir-4511,0.0004470756087954804
hsa-mir-4710,0.0004465658152372206
hsa-let-7f-1,0.000446223998810138
hsa-mir-653,0.0004432211063432463
hsa-mir-6774,0.000440401376337133
hsa-mir-323a,0.00043899958797325497
hsa-mir-101-1,0.0004360746389862088
hsa-mir-129-1,0.0004350017458999761
hsa-mir-643,0.0004334554512486305
hsa-mir-2681,0.0004331890315815034
hsa-mir-5003,0.00043157273971811203
hsa-mir-1229,0.0004309717964129435
hsa-mir-3143,0.00043011180030577424
hsa-mir-4453,0.0004295995403784136
hsa-mir-3154,0.0004295702754511519
hsa-mir-592,0.00042886364621068065
hsa-mir-5092,0.0004235071419433081
hsa-mir-203a,0.0004229242705805921
hsa-mir-5000,0.0004223894530370346
hsa-mir-5009,0.00041930902570741296
hsa-mir-3158-2,0.00041850049633949265
hsa-mir-3622a,0.0004148264367353219
hsa-mir-4664,0.0004116937193151487
hsa-mir-6764,0.0004110251980464467
hsa-mir-4533,0.00041028670347526214
hsa-mir-219b,0.0004101871219203455
hsa-mir-374a,0.0004096219223367096
hsa-mir-374c,0.000409357824062541
hsa-mir-3944,0.0004078604918452275
hsa-mir-181b-1,0.00040680144144159615
hsa-mir-24-2,0.000406282720675734
hsa-mir-6880,0.0004053307102836804
hsa-mir-6815,0.0004052276516981478
hsa-mir-548k,0.00040345340215524315
hsa-mir-548q,0.0004022692638053889
hsa-mir-6826,0.000402022614258672
hsa-mir-6810,0.00040174234704550417
hsa-mir-6734,0.00040073690410810723
hsa-mir-4741,0.00039750339074282813
hsa-mir-3912,0.00039729279066432334
hsa-mir-6744,0.000395652229708587
hsa-mir-144,0.0003954483753623733
hsa-mir-484,0.0003939696613110376
hsa-mir-4663,0.00039256846046261393
hsa-mir-135b,0.00039221092300266794
hsa-mir-6765,0.00039103166173349045
hsa-mir-6860,0.00039100323390843506
hsa-mir-20b,0.00038993161845684665
hsa-mir-376a-1,0.0003896701538731191
hsa-mir-1913,0.0003881675418753381
hsa-mir-7108,0.00038744872961465454
hsa-mir-4673,0.00038574348231055545
hsa-mir-4755,0.0003814760304503614
hsa-mir-4645,0.00038091675747265017
hsa-mir-331,0.0003799350689151166
hsa-mir-6888,0.0003783146283014605
hsa-mir-4770,0.00037808358204731375
hsa-mir-873,0.0003777907227896031
hsa-mir-573,0.0003777076724125929
hsa-mir-22,0.0003773517643945022
hsa-mir-494,0.0003757344664847725
hsa-mir-3127,0.0003747108923099062
hsa-mir-206,0.000374353356384111
hsa-mir-95,0.00037305217095793104
hsa-mir-585,0.0003713354762845884
hsa-mir-7850,0.0003711195540866643
hsa-mir-675,0.0003709605426959711
hsa-mir-99b,0.00036993817242121944
hsa-mir-454,0.00036952160418711715
hsa-mir-4787,0.00036827357518431545
hsa-mir-938,0.0003679450628074814
hsa-mir-6501,0.00036552563784903505
hsa-mir-4804,0.00036543540894152257
hsa-mir-548e,0.00036442940564024507
hsa-mir-4490,0.0003622022275049228
hsa-mir-152,0.0003585523794467202
hsa-mir-1224,0.0003571330166320932
hsa-mir-3183,0.00035709796823977835
hsa-mir-132,0.00035570943027708686
hsa-mir-499a,0.0003545171894942374
hsa-mir-5698,0.00035386093433647294
hsa-mir-323b,0.0003529712614716084
hsa-mir-200a,0.00034977106822552036
hsa-mir-4789,0.00034819672564633523
hsa-mir-486-2,0.0003481938899997399
hsa-mir-4442,0.00034674439405444696
hsa-mir-8072,0.00034516247722807866
hsa-mir-7641-2,0.00034478301986084825
hsa-mir-15b,0.0003438916252314078
hsa-mir-6506,0.00034365222723444335
hsa-mir-5683,0.0003425312586655521
hsa-mir-6514,0.0003418889495339463
hsa-mir-6818,0.00034091185356642674
hsa-mir-1260b,0.00033923875076390195
hsa-mir-631,0.00033908655438272793
hsa-mir-339,0.0003368290300644614
hsa-mir-1237,0.0003346884620657577
hsa-mir-4667,0.00033442549027377715
hsa-mir-5188,0.00033325849522336754
hsa-mir-7114,0.00033303103942649686
hsa-mir-548a-3,0.00033191343649498277
hsa-mir-877,0.00033164006689356004
hsa-mir-146a,0.00033129182667340095
hsa-mir-6838,0.0003307163113638709
hsa-mir-875,0.0003297215763928319
hsa-mir-937,0.00032892812472711707
hsa-mir-590,0.00032605839717362054
hsa-mir-1539,0.00032564819100226706
hsa-mir-4519,0.00032512051527128807
hsa-mir-136,0.00032348824854554415
hsa-mir-4444-1,0.00032312642452903884
hsa-mir-4729,0.00031994287097847796
hsa-mir-7155,0.0003196436532538776
hsa-mir-30c-2,0.00031889297475324143
hsa-mir-3923,0.00031454326866506055
hsa-mir-6814,0.0003142653166978375
hsa-mir-892a,0.0003136175848803575
hsa-mir-412,0.00031315513694831854
hsa-mir-3680-1,0.00031307697628873797
hsa-mir-216b,0.00031295778124240724
hsa-mir-409,0.0003118645426166916
hsa-mir-1181,0.0003116181266957137
hsa-mir-570,0.0003079131853309217
hsa-mir-1256,0.00030626498518416883
hsa-mir-8085,0.0003057283656143013
hsa-mir-4732,0.00030433020327426576
hsa-mir-4763,0.00030214318857531275
hsa-mir-4523,0.00030112215327243985
hsa-mir-526a-1,0.00030083320598463167
hsa-mir-3074,0.0003005727990110888
hsa-mir-520b,0.0003000723108566351
hsa-mir-181d,0.0002990505334565143
hsa-mir-576,0.0002981782149789496
hsa-mir-6858,0.00029621343662985047
hsa-mir-6827,0.0002944118172532185
hsa-mir-3115,0.00029386464125467703
hsa-mir-612,0.00029328657593312657
hsa-mir-3622b,0.00029301828753846865
hsa-mir-25,0.00029205216451572906
hsa-mir-24-1,0.00029168009810984756
hsa-mir-548ar,0.0002914528911442105
hsa-mir-556,0.00029052878926171585
hsa-mir-7849,0.0002899884084861833
hsa-mir-6803,0.0002888054216632416
hsa-mir-1228,0.0002884246557701159
hsa-mir-3162,0.000288405941421272
hsa-mir-891a,0.00028598862420917
hsa-mir-7846,0.0002818833131295199
hsa-mir-4457,0.00028109395584075924
hsa-mir-7844,0.000280663051279119
hsa-mir-142,0.0002802093223091966
hsa-mir-4632,0.0002796710696570527
hsa-mir-3159,0.000279270743519696
hsa-mir-193a,0.0002787494816041504
hsa-mir-6805,0.00027716228563853096
hsa-mir-27a,0.00027672550282106616
hsa-mir-506,0.0002762218713426634
hsa-mir-1248,0.00027515786179339944
hsa-mir-3176,0.0002729863509068947
hsa-mir-3683,0.00027254287855473506
hsa-mir-6730,0.0002709727861377229
hsa-mir-876,0.00026788632385185636
hsa-mir-6895,0.00026776645531208086
hsa-mir-6868,0.00026684247927461527
hsa-mir-26b,0.00026666832574481666
