,stage_1,stage_2,stage_3,stage_4
hsa-mir-24-1,-0.1221698350380736,-0.11893749211175537,-0.193938209157668,0.043217402555521145
hsa-mir-24-2,-0.13176565208456728,-0.12766941398727122,-0.19956193999446295,0.026577454375244468
hsa-mir-2467,0.31336326694912475,0.35749613825829174,1.435725962957021,-1.5849072706408025
hsa-mir-25,0.05567255818891146,0.0042360877519946145,0.000784682498945904,0.21053863282708846
hsa-mir-2681,-0.21647253410560938,-0.34934972979438994,-0.6241497751854194,0.24485368455529677
hsa-mir-2682,1.4592395540767942,0.7707721016346935,1.6872321060488111,2.2821456553845136
hsa-mir-26a-1,-0.3466549125315738,-0.3706277977368704,-0.31291777568320994,-0.44184960056163824
hsa-mir-26a-2,-0.3473146713716852,-0.37152867087287483,-0.3165185299809645,-0.4478633654212232
hsa-mir-26b,-0.12907259711028043,-0.13102619937200494,-0.19530001825113402,-0.24758097507785282
hsa-mir-27a,-0.2171461795897673,-0.15841151037765705,-0.3221894362352493,-0.2051314433418963
hsa-mir-27b,-0.14719518436262238,-0.14577722078683775,-0.20742121575876477,-0.087791722436799
hsa-mir-28,0.19945635610863627,0.1762949469493617,0.16031200551230196,0.09780536648171385
hsa-mir-2861,6.956226625888753,7.346379608414383,4.214564476062371,0.0
hsa-mir-2909,0.0,2.278757171379729,0.0,0.0
hsa-mir-296,0.20139356629238184,0.30973850997604413,-0.13441588491165252,0.3699254812502563
hsa-mir-297,0.0,0.0,0.0,0.0
hsa-mir-298,4.656438760728982,3.9893690632280285,3.2945724394590488,5.498621480935735
hsa-mir-299,0.29210771483972475,-0.2237561306213483,-0.1254898394015307,0.23207122636369681
hsa-mir-29a,-0.26685391948055853,-0.2959053391560243,-0.1930769286981447,-0.3516512912747119
hsa-mir-29b-1,0.038181448839641245,0.06843898111443622,-0.002565066630717235,0.06291792832907102
hsa-mir-29b-2,0.07457052401486404,0.09770126462448374,0.024606216630605783,0.07453752335442569
hsa-mir-29c,-0.25026897053956787,-0.2377313192514812,-0.1982564540515818,-0.39493772659908816
hsa-mir-300,0.0,0.0,0.0,0.0
hsa-mir-301a,-0.18592107209545916,-0.3134780412395338,-0.36426219321351544,-0.18281817922396237
hsa-mir-301b,-0.05563555607181535,-0.12890234658620942,-0.08299841973577742,-0.3540338938695911
hsa-mir-302a,-0.4556476802484688,-2.8433466478334575,-2.251619242058316,-3.75121419469658
hsa-mir-302b,-1.5488994620733763,-3.606807199087598,-2.719026036000025,-2.2639558573566028
hsa-mir-302c,5.266923580615078,0.0,0.0,0.0
hsa-mir-302d,6.935735439179839,3.1922556616725397,5.38905737338794,6.962522902589752
hsa-mir-302e,0.0,0.0,0.0,0.0
hsa-mir-302f,0.0,0.0,0.0,0.0
hsa-mir-3064,-0.4516464396395302,-0.4851838750547186,-0.3631532250833578,-0.017227051494637373
hsa-mir-3065,-0.013850498600134422,-0.0284612173783208,0.1272340654035062,0.03575138840961706
hsa-mir-3074,0.7579566137152006,0.6950756887406331,0.7483976288896863,0.58224155193401
hsa-mir-30a,-0.22428767583400971,-0.32605454162391606,-0.19049172359085914,-0.06393252326551924
hsa-mir-30b,-0.6074997208775601,-0.5653682041632332,-0.729173051396435,-0.6811384323807227
hsa-mir-30c-1,0.10003929226197741,0.07058844851673363,0.01779125882055034,-0.0029820443434362253
hsa-mir-30c-2,0.060928354204700844,0.03322721574334275,0.004220915652453331,-0.012470673186297604
hsa-mir-30d,-0.34632634411556845,-0.29582992264409474,-0.39423785786183285,-0.36563548242209515
hsa-mir-30e,0.15761131015987076,0.1442330340887952,0.13374210765902633,0.16736290148548819
hsa-mir-31,-0.8003539604553459,-1.4034035365999444,-0.731280234937897,-1.0622695104611477
hsa-mir-3115,-0.8238522604003705,-0.9300728236651057,-0.976350641260684,-2.4701932739268604
hsa-mir-3116-1,0.5925369714710977,-0.4867724768146343,0.45697274970827256,-0.010357190399924004
hsa-mir-3116-2,1.4172135262935708,1.7384578033897475,2.3118456295176304,1.2769163341400902
hsa-mir-3117,0.270775996368319,0.21131797437808825,0.4086352562726506,-0.09515584335713279
hsa-mir-3118-1,0.0,0.0,0.0,0.0
hsa-mir-3118-2,0.0,0.0,0.0,0.0
hsa-mir-3118-3,0.0,0.0,0.0,0.0
hsa-mir-3118-4,0.0,0.0,0.0,0.0
hsa-mir-3119-1,6.679254532548733,0.0,0.0,0.0
hsa-mir-3119-2,5.3986545709995655,3.3076224990880254,0.0,0.0
hsa-mir-3120,7.061131761719372,6.268081683769659,6.651916023867061,8.358177585442661
hsa-mir-3121,7.294991513906806,7.2879680699019,5.944064611343021,0.0
hsa-mir-3122,5.503726305188212,4.568430946393659,0.0,5.782011106142957
hsa-mir-3123,0.0,0.0,0.0,0.0
hsa-mir-3124,0.23325624794955185,-0.98009695417105,-0.8044793214597048,-1.604040838502727
hsa-mir-3125,8.35718834754083,8.904776236509791,9.159742482935725,9.56062806182192
hsa-mir-3126,-0.2454775672344046,-0.5107839124657473,-0.6302018848969498,-1.4470229858125077
hsa-mir-3127,0.5030900487309584,0.49022567204323364,0.5163920786894397,0.20504813648135728
hsa-mir-3128,3.5017927624779754,4.20881115092667,3.798531557945574,3.0333088747184562
hsa-mir-3129,-0.12497101669921051,-0.1879124185312307,-0.380826119543673,-0.22428502340701661
hsa-mir-3130-1,0.1684223944644071,0.2349785693953392,0.22309127890067992,0.13051758376538003
hsa-mir-3130-2,0.47158331960870137,0.5370866005086994,0.5219457286002085,0.5665764381034524
hsa-mir-3131,1.649766073462599,0.9058882181898884,3.1759368083719384,1.7452425208407452
hsa-mir-3132,8.488509132823788,8.111927256488343,7.779941053114239,9.108611292400669
hsa-mir-3133,8.34174016546643,7.654522583447094,8.012902875742322,8.94676481296284
hsa-mir-3134,0.0,0.0,0.0,0.0
hsa-mir-3135a,6.76244437391868,6.8267696742196105,7.020375836386632,7.024535595959085
hsa-mir-3135b,2.24413939404513,0.0,0.0,0.0
hsa-mir-3136,0.48250291516340565,0.25126169517234537,0.41186130006672284,0.38401677603714807
hsa-mir-3137,-0.08826547866928841,-0.28763177442999144,-0.6145437750626631,-0.09775087346221853
hsa-mir-3138,1.7937895072534056,1.6621216793540081,1.8117674710376572,1.1007335001025955
hsa-mir-3139,-0.7533069462507923,-0.22326724474160228,-0.6567163738974132,-0.7281911811131626
hsa-mir-3140,1.3564662265332856,1.2113876254968798,1.2725806991088828,1.1557663794418491
hsa-mir-3141,4.77186691857648,2.3070688948314015,4.307703298079639,0.0
hsa-mir-3142,5.160188581439164,4.471064968109078,4.531269159882994,7.493060008174607
hsa-mir-3143,-0.004107756209214377,-0.35497990937480395,-0.3932542168601763,-0.6286966159982728
hsa-mir-3144,0.6763027316787498,0.673852353607238,0.5457273137923894,1.1893707742163224
hsa-mir-3145,3.7518166842850005,3.6827812302163605,3.6160445305247055,4.270502383665678
hsa-mir-3146,1.083402048655963,1.3179504566969527,1.8114438646609416,1.5090568045395378
hsa-mir-3147,5.946717222798207,4.294763949167111,5.662618941355036,5.436058645934993
hsa-mir-3148,7.428393467502257,5.025783860771614,6.09629559202406,5.782011106142957
hsa-mir-3149,2.8147013538488315,3.3438895958329082,2.691037161845021,2.8005445174482544
hsa-mir-3150a,1.135198520741604,1.1512711677210987,1.1464364071010458,0.4370393985871915
hsa-mir-3150b,-0.1708647149752825,-0.3924185114314715,0.3212969078352225,0.769052541111243
hsa-mir-3151,1.3198591686761638,1.107432226998199,1.8325400087761425,1.4539647071585897
hsa-mir-3152,0.15116933071071537,0.12117677907500182,-0.4119300241452931,-0.0373399510998683
hsa-mir-3153,5.153611289224497,5.721351351928382,3.612972517091459,5.498621480935735
hsa-mir-3154,0.9029701082342463,0.7323086859585464,0.7702926618766326,-0.013874293257325459
hsa-mir-3155a,1.1622704789838825,1.4395545023549998,1.4242676647351151,1.3838071258783424
hsa-mir-3155b,2.9030553083222452,0.0,3.869651474986148,5.314322297829957
hsa-mir-3156-1,3.5254004474874057,3.7352830305345277,3.2613932658850473,0.0
hsa-mir-3156-2,2.3371512775751038,0.0,0.0,0.0
hsa-mir-3156-3,2.754966800064891,0.0,3.2613932658850473,0.0
hsa-mir-3157,0.46126224052911236,0.5703946868071316,0.48510621767949325,0.20099039712429181
hsa-mir-3158-1,-0.021721917313330924,-0.1558004570008498,-0.2516929144762688,0.07104132565820771
hsa-mir-3158-2,0.3373033854874725,0.09742046428990837,0.31765335106349285,0.7664925033437818
hsa-mir-3159,0.31086420059775116,0.12329667106749793,0.7938347990224462,1.2081967671617344
hsa-mir-3160-1,7.120441960611491,6.993246468493513,6.197438575113685,7.565280234744733
hsa-mir-3160-2,7.633041809085871,7.126041008392684,7.024464063066846,6.606537747444188
hsa-mir-3161,1.8309109789038265,1.306983232686762,0.9879771000180573,1.8422139408627596
hsa-mir-3162,-0.04131431344947967,-0.7185902720708028,-1.7805540760182907,-7.299299615164611
hsa-mir-3163,-0.538491042774315,-0.3467194316044372,-0.03310706004796983,-2.307658898976378
hsa-mir-3164,0.2732908595136117,0.7008280524834334,-0.829876595087563,0.16275712323292876
hsa-mir-3165,-0.2668841225172267,-2.1759173345889637,-0.4052330949006135,0.5357357641613907
hsa-mir-3166,-0.744633819213078,-1.1498183285217334,-1.3255432381291787,-0.2635591008349769
hsa-mir-3167,5.967445638668315,4.624007817957595,0.0,0.0
hsa-mir-3168,6.016439383613471,4.779534324988077,6.408503223779741,0.0
hsa-mir-3169,1.7199999511827728,0.0,0.0,0.0
hsa-mir-3170,0.7324647232225616,0.5897884518457254,0.5873775371586278,0.8507097799267772
hsa-mir-3171,-0.7293772899569053,-0.8547293920170926,-0.6993037176340899,-1.920452634198565
hsa-mir-3173,0.2194425391309591,0.20749003259597576,0.18829042235344323,0.15916374280345896
hsa-mir-3174,-0.3204972839376568,-0.398169663952521,-0.08324466354915105,-0.15679278281815523
hsa-mir-3175,-1.3198834706219609,-1.6665997782754713,-1.4620301897376935,-0.4088652610400835
hsa-mir-3176,0.5369049492272814,0.4798838441858475,0.4943522000181382,0.9010644155070803
hsa-mir-3177,1.5182537803443008,1.51559705998211,1.9458139264930536,2.3859609948531757
hsa-mir-3178,-0.4327674328957439,-0.49503694782521585,-0.3167475928791327,-0.53626978929022
hsa-mir-3179-1,0.0,0.0,0.0,0.0
hsa-mir-3179-2,0.0,0.0,0.0,0.0
hsa-mir-3179-3,0.0,0.0,0.0,0.0
hsa-mir-3179-4,0.0,0.0,0.0,0.0
hsa-mir-3180-1,5.114884223981059,3.254190559385592,4.65740808403661,0.0
hsa-mir-3180-2,3.7955690837106495,5.295618082183792,0.0,6.143493486798523
hsa-mir-3180-3,5.508363135897793,4.759631427694358,2.8751060114875195,0.0
hsa-mir-3180-4,0.5734949012791516,1.0235655055025807,1.395088936810383,0.5662173103392103
hsa-mir-3180-5,4.934118853536753,0.0,0.0,0.0
hsa-mir-3181,-1.4205406771184246,-1.8846861047795413,-1.5135773371819095,-0.4793400181918097
hsa-mir-3182,-1.38149126250621,-0.8244634792756232,-0.9435782588347303,-0.10785484405338167
hsa-mir-3183,0.02141459788565171,0.25328818607684006,-0.3430285783420231,-0.295740441211195
hsa-mir-3184,5.17923882912642,6.157694056552261,2.956194753575056,0.0
hsa-mir-3185,3.915343528833282,4.298717817320295,0.0,0.0
hsa-mir-3186,-0.36265971556716675,-1.1712592920865184,-0.08928367061204572,-0.816528866879191
hsa-mir-3187,-0.713708752621574,-0.7350814911151553,-0.7418779669379465,-1.0942920904422717
hsa-mir-3188,0.968635753610916,0.983329492119637,1.066061216823959,0.5642894713556939
hsa-mir-3189,-0.2983772138595209,-0.4164654510092251,-0.5460062012198047,0.7913300010553557
hsa-mir-3190,-0.1262778229582142,-0.1750752889065125,0.01989521757240322,0.3527038648113332
hsa-mir-3191,0.1841616089991263,0.458748474979074,0.14939253224676316,0.08314523632066059
hsa-mir-3192,0.8196229738697,0.9053624757379265,1.040716779307657,0.9576411795138038
hsa-mir-3193,0.7477155634635743,0.5678905932857791,0.8153763215225301,0.7867772944898181
hsa-mir-3194,0.5131035375696018,0.3368897881499913,0.45711398044598106,0.18125156491946
hsa-mir-3195,0.7935779900669294,1.0203106686067347,1.264080421812935,0.9086138466688904
hsa-mir-3196,1.1849980101462778,0.8889798558910722,0.4712077197941001,2.7717232417560207
hsa-mir-3197,7.623735330967425,6.920579452094714,8.021487341896202,7.003079889078472
hsa-mir-3198-1,-0.44159567846593917,-0.4925211867713304,-0.3381850649602601,-0.7191521830333485
hsa-mir-3198-2,-0.06340771355635734,0.019849587264926357,-0.41129915102070314,-0.31110999636487974
hsa-mir-3199-1,0.6380569251475176,0.2273261781906221,0.4548948934483383,0.847973623820836
hsa-mir-3199-2,0.04590170637169823,-0.00030022165667678807,-0.09513785299873212,0.14589094716381878
hsa-mir-32,-0.1433688078939144,-0.15032244833710373,-0.19823666703666673,-0.16476441436300893
hsa-mir-3200,1.0715364661045401,0.9057721417606758,1.0132716869145315,0.6365054409125621
hsa-mir-3201,0.0,0.0,0.0,0.0
hsa-mir-3202-1,-2.079945392276699,-1.7912164573513933,-2.200863719604272,-5.008468287222354
hsa-mir-3202-2,-0.259362658908876,-0.16862262553953036,-0.83582216796218,-1.6937261920624578
hsa-mir-320a,-0.23732526445542795,-0.21627759205957314,-0.19651745036814625,-0.4899789096550973
hsa-mir-320b-1,-0.4797573294345315,-0.5024724978812941,-0.46630985469981073,-0.6344005222130001
hsa-mir-320b-2,-0.8171190055982087,-0.7313649581589347,-0.7293935520173348,-1.1166758136012365
hsa-mir-320c-1,0.035465226471655294,0.25285586932974097,0.2658294537183207,-0.031023303761561958
hsa-mir-320c-2,0.07865450946896507,0.022625761406876402,0.011241018751131808,-0.09021856569676989
hsa-mir-320d-1,0.07441550302899093,0.19400772037845354,0.08434944105816433,-0.15581729301998754
hsa-mir-320d-2,0.2669963391775643,0.2458826475725574,0.37112117962222285,0.4781853010988837
hsa-mir-320e,0.42638981539733767,0.27938819291913775,0.1346468215485582,0.18874458751160963
hsa-mir-323a,0.2360650964695941,-0.9138168223094945,-0.23740498195901005,0.8644759104133044
hsa-mir-323b,-0.4349555382353197,-1.596187774678285,-0.7487445946542813,0.7429837778938356
hsa-mir-324,0.17178445104865847,0.2580418289174503,0.1758026221898479,0.07472892879536787
hsa-mir-325,0.0,0.0,0.0,0.0
hsa-mir-326,-0.2721727991370071,-0.39724925562199687,-0.4454236984570088,-0.8287518565016053
hsa-mir-328,0.6207335857259425,0.719200077357533,0.5205708419182097,0.3786283137263293
hsa-mir-329-1,1.1830727303354263,0.30910508296635564,0.9469268316648038,1.4085298002254025
hsa-mir-329-2,0.020903779197845654,-0.6447901801680597,-0.14541711644133432,0.11994418475010435
hsa-mir-330,-0.3445144010041977,-0.2297631303105315,-0.09279568641399553,-0.13351350897300626
hsa-mir-331,-0.10506840455185043,-0.09880511920066051,-0.18393742995258977,0.05854304302998222
hsa-mir-335,-0.16870253633638935,-0.22493531113896686,-0.1599798155946039,-0.030647315082610482
hsa-mir-337,0.29625114985985185,-0.2545408600390534,-0.15905467269890924,0.23347158143880942
hsa-mir-338,0.2164283556210155,0.11809875827741555,0.30559569275014475,-0.2547770566561826
hsa-mir-339,-0.12270945630366165,-0.152866436041927,-0.13884829808351545,-0.261867041065633
hsa-mir-33a,-0.41466808706350083,-0.43077524218860236,-0.5662410799046087,-0.35008374820411103
hsa-mir-33b,-0.3075563048608788,-0.11944996588709135,-0.40344063085348336,-0.3810350930454175
hsa-mir-340,0.0016237333959105429,-0.016517532553239605,0.07771650202139059,-0.09139229020133594
hsa-mir-342,0.3558137216938995,0.41986051754709014,0.37957746310286195,0.14439518470627363
hsa-mir-345,-0.49652277443485754,-0.5610473093740617,-0.5734607354100071,-0.511483975400756
hsa-mir-346,-0.6051684168081624,-0.9192513562782879,-0.5899195572363876,0.08121219822161045
hsa-mir-34a,-0.24908160076213123,-0.3426943785103096,-0.2239161403732432,-0.11670095437935148
hsa-mir-34b,0.21290017890569665,-0.1314827653558901,0.36779150976852815,0.31363902263699855
hsa-mir-34c,-0.4045330868239506,-0.6406505458435369,0.06725704677579261,-0.2661166727641409
hsa-mir-3529,5.632066239678726,6.735264565349208,5.827052479982216,0.0
hsa-mir-3591,6.8562730796392355,5.958084137710725,5.999107056160452,0.0
hsa-mir-3605,0.23109534482401908,0.36618057996264686,0.2883962093616069,-0.0430815533182455
hsa-mir-3606,0.6481803681709289,0.2554013764232485,-0.5394312390060514,0.7576096735006027
hsa-mir-3607,0.4075782028482015,0.5760454547351613,0.2423442203158596,-0.11306480464759967
hsa-mir-3609,-0.18571529030105655,-0.4648195549237585,-0.5213580078625638,-1.2787229596403191
hsa-mir-361,0.019523330184992648,-0.034850741824254544,0.014942901715615681,0.03704004974340867
hsa-mir-3610,0.12683226069732062,0.14334587655807698,0.19149264935199573,-0.694309706112835
hsa-mir-3611,0.1649968796377766,-0.011451267119088128,-0.10733958250490655,-1.2525715783805085
hsa-mir-3612,5.932918575741403,5.133676673521342,5.588455087726193,0.0
hsa-mir-3613,0.18412673227958534,0.09720640386226516,0.04906530519454641,0.1325028505000887
hsa-mir-3614,-0.27706093181934327,-0.15146711294260665,-0.19342070432978228,-0.15523443457051525
hsa-mir-3615,0.20879963122022774,0.3614773417197081,0.18254323330420083,0.17452403525678636
hsa-mir-3616,0.18003956055074818,-0.05977789225542869,0.044401584542385776,0.33112986908531794
hsa-mir-3617,-0.5393872556974877,-0.6191436483787317,-0.7597774763532387,-0.09702431972832183
hsa-mir-3618,-0.02176217223071392,0.13161211199472223,0.15779924579566004,0.4621147250019853
hsa-mir-3619,-0.19874422966684854,-0.16829759261937818,-0.039609639505747946,-0.5397154441536203
hsa-mir-362,0.36464768738951414,0.369889511881355,0.3818025621262538,0.17916181912036871
hsa-mir-3620,-0.08021222056464862,-0.038253916416214506,0.12160958896936122,0.3971302228189206
hsa-mir-3621,5.16048508865205,4.173374079306566,5.001097061505238,0.0
hsa-mir-3622a,0.5097533862984363,0.603017933660799,0.20975305839401664,-0.18326242147680655
hsa-mir-3622b,-0.6265404426974264,-0.11351484060455781,1.1176923116124267,-0.003766392451693667
hsa-mir-363,-0.4930078313871662,-0.7609849443208481,-0.5839135291543248,0.008687049159039265
hsa-mir-3646,0.334472117212408,0.6281087854747011,-0.20741605531069812,-7.224843621989909
hsa-mir-3648-1,0.0,0.0,0.0,0.0
hsa-mir-3648-2,0.0,0.0,0.0,0.0
hsa-mir-3649,5.645557362633947,5.647926524368124,6.100004473263375,0.0
hsa-mir-3650,-0.9837152831726961,-1.3319578024355017,-0.3397717513457612,-3.4483009184678037
hsa-mir-3651,0.30276652653884245,0.3045559510734136,0.33264958041971754,0.1881276344812404
hsa-mir-3652,-0.24048429737859764,-0.21717768454636738,-0.20130420521232273,-0.48040122554600195
hsa-mir-3653,0.921136776237253,1.0631417789317996,0.5205967959041242,0.23032603257013284
hsa-mir-3654,-0.8860987091615071,-1.1491752508912665,-0.7128867505682506,-0.5564509619231325
hsa-mir-3655,1.7320882678680818,1.786094523139167,1.7500848895740626,1.354425956286049
hsa-mir-3656,-0.2647615388714537,0.5070958680303986,0.4928177869142289,-0.27925662085549274
hsa-mir-3657,7.360273218253895,7.316635053416623,8.110726544268335,7.07069401241029
hsa-mir-3658,6.892209928865322,7.0829342311842645,7.811680197339514,8.484542271668396
hsa-mir-3659,8.001448777779705,8.000679762564971,8.34169430274409,8.720319291816573
hsa-mir-365a,0.5187233933957143,0.5790132325336084,0.5065423504340957,0.1803007978299079
hsa-mir-365b,0.5037697231499156,0.5648943449474084,0.4948552898578057,0.16865974629081248
hsa-mir-3660,1.2293431112002091,1.3261797635202068,1.2506292808320307,0.9924921983829569
hsa-mir-3661,-0.07676771171291093,1.1874608061339318,0.05931441243729361,1.4208742338097975
hsa-mir-3662,2.598403076719717,2.4238028369848856,2.3526989769775954,2.117016102944251
hsa-mir-3663,3.436357911045416,2.951530821398905,2.8264790194220692,2.9436670379574807
hsa-mir-3664,0.1815649333638146,-0.3637407114601485,-0.049704256847997404,0.05024194951982487
hsa-mir-3665,0.0,0.0,3.546038949327947,0.0
hsa-mir-3666,0.0,0.0,0.0,0.0
hsa-mir-3667,0.2590038378163959,0.19066836141569685,-0.05389254634876401,0.6503505700120603
hsa-mir-3668,4.793432700305903,6.465187919023647,5.659224890383094,0.0
hsa-mir-367,0.0,0.0,4.326956388707667,0.0
hsa-mir-3670-1,0.0,0.0,0.0,0.0
hsa-mir-3670-2,0.0,0.0,0.0,0.0
hsa-mir-3670-3,0.0,0.0,0.0,0.0
hsa-mir-3670-4,0.0,0.0,0.0,0.0
hsa-mir-3671,0.0,0.0,0.0,0.0
hsa-mir-3672,3.1817178725754456,0.0,3.249948040409485,0.0
hsa-mir-3674,2.098944200291069,0.0,0.0,0.0
hsa-mir-3675,6.72212709267686,6.357383482328495,6.201846665394701,0.0
hsa-mir-3677,-0.23712646824489822,-0.3135883123766674,-0.046199084989907414,-0.02670660994048631
hsa-mir-3678,0.5646688366749633,0.6939352926859116,0.6546800385701437,0.9903525861588806
hsa-mir-3679,0.1273895593582792,-0.12057103447850688,-0.2244027294018969,0.4652175669584419
hsa-mir-3680-1,0.8165411414171894,0.5114092433905705,0.6054644383045609,-0.45714773113923485
hsa-mir-3680-2,0.7386918507489699,0.38175645500139666,0.7847461121646679,0.9098657108120376
hsa-mir-3681,3.6536492626875265,3.038313843851232,3.248151367207226,1.5250749218239028
hsa-mir-3682,0.6655935572175632,0.489384648199861,0.6630183535199874,0.6260432627853199
hsa-mir-3683,-2.898704509217023,-5.305298083117263,-3.4320942559904775,-0.6090584417741458
hsa-mir-3684,-0.02351530510708684,0.07524603011668833,0.13196934164856705,0.43176746859650467
hsa-mir-3685,1.4556098684631837,1.074511344402036,0.8834687885085107,-5.7937776782701995
hsa-mir-3686,1.3405974956805926,3.289091910519645,4.957023083053317,0.0
hsa-mir-3687-1,0.0,0.0,0.0,0.0
hsa-mir-3687-2,0.0,0.0,0.0,0.0
hsa-mir-3688-1,8.489796768201353,8.444290615021542,9.446788279196063,9.382231445772922
hsa-mir-3688-2,8.672603818586857,8.477180426280576,9.154600133545808,9.278081449485837
hsa-mir-3689a,1.8925863560713754,2.653131086360122,0.3266652584913248,-2.298324591505369
hsa-mir-3689b,9.562572297768156,10.612421107758095,7.694090194508782,7.786200055319087
hsa-mir-3689c,2.3658092472138548,4.568815862203044,0.0,0.0
hsa-mir-3689d-1,0.0,3.9517252346201803,0.0,0.0
hsa-mir-3689d-2,0.0,0.0,0.0,0.0
hsa-mir-3689e,1.3123254241224698,2.103445420808792,-1.5960053022002596,-0.30616521001060115
hsa-mir-3689f,-0.13979594735205755,0.1934258536442156,-1.8811887943887458,-0.5319520015164125
hsa-mir-369,-0.0029192492976331578,-0.5577937581815392,-0.2251728822519235,-0.1075555327345097
hsa-mir-3690-1,0.17931892105528408,0.06977345239585059,0.17122163944770138,0.4018956356125284
hsa-mir-3690-2,0.0,0.0,0.0,0.0
hsa-mir-3691,0.37385841901771183,0.40814171236966124,0.5289729388425674,0.30029659085962696
hsa-mir-3692,0.16325686883008894,0.8686839609654299,1.172407059435055,-0.987842890949058
hsa-mir-370,0.6601763700762836,-0.05171326898807134,0.39159833659265497,1.1181157868099392
hsa-mir-3713,0.0,0.0,0.0,0.0
hsa-mir-3714,0.0,0.0,0.0,0.0
hsa-mir-371a,4.606748905169889,7.072373101899136,5.982060908244422,-2.087205254061871
hsa-mir-371b,0.35267641264814675,0.25698842992201865,0.38134879497777646,0.4052226502067621
hsa-mir-372,4.1273898041766985,6.660969007507436,5.792817960456935,-2.7237470664016454
hsa-mir-373,3.8642957196033643,6.6034989070169585,5.486697972669634,-1.4778714428042188
hsa-mir-374a,0.10112164204580273,0.11483663695606994,0.11719679761986897,0.15201152976673463
hsa-mir-374b,-0.21506034534029547,-0.19938188537433874,-0.30206021348395373,0.009997326551546039
hsa-mir-374c,0.9441854520353019,0.9565575999561486,0.30117511814807674,1.6477759702971901
hsa-mir-375,-0.08462066403923586,0.15819844890291185,0.3899754003910943,-0.767488709229926
hsa-mir-376a-1,0.4039068032756536,-0.381796988011706,-0.035527378582768526,-0.11309362516616309
hsa-mir-376a-2,-0.2776296531482776,-1.176219825938118,-0.9328315389520648,-0.7174917489605332
hsa-mir-376b,0.10506433789208826,-0.43656060139016334,-0.246669182492654,-0.37938926077749036
hsa-mir-376c,-0.013961444547804056,-0.4060386578373882,-0.22409913319548375,-0.3884751561598136
hsa-mir-377,-0.10273154414731754,-0.5426436138399723,-0.48959883924429615,-0.22373249441902096
hsa-mir-378a,0.01742822008895424,0.043829753600961134,-0.006941185347504137,0.11111138826753579
hsa-mir-378b,6.485887609436236,5.742589851744502,6.909002940176018,7.07069401241029
hsa-mir-378c,0.26340948139576353,0.35361572460422935,0.35892269146963773,0.022909717436844924
hsa-mir-378d-1,-0.15081705439064877,-0.1405029234234777,-0.29576685439694445,-0.4127267177549078
hsa-mir-378d-2,1.827904996331901,1.8584058975007587,1.70089547870741,1.1570137157450147
hsa-mir-378e,2.409134220936628,4.617937287060666,5.03080016858518,0.0
hsa-mir-378f,-0.9743583172895007,-0.9128176273188029,-0.12592539106648473,0.4934725440187175
hsa-mir-378g,4.986213118199447,5.904076627513907,6.212384793701815,5.699141424584459
hsa-mir-378h,3.1418273244637076,5.392156816988934,4.13202682638794,0.0
hsa-mir-378i,1.9934399247601764,1.77256718544405,2.2120553514411747,1.8787290424137242
hsa-mir-378j,2.003443317006964,3.788983942147596,0.0,0.0
hsa-mir-379,0.12756656632604077,-0.4203420139750411,-0.13883196518562452,0.38584089228248636
hsa-mir-380,0.36496697519871807,-0.7013492129827973,-0.10056772848496229,0.34699724513269115
hsa-mir-381,0.5675790515811304,-0.10919973687188851,0.28576417089748113,0.2488589279401474
hsa-mir-382,0.17590111444885315,-0.3329801811007993,-0.014743059663593266,0.3542619020795361
hsa-mir-383,3.0392982263342807,2.2290993274351494,2.490828581609165,1.6231394675114426
hsa-mir-384,2.3636515536089915,0.0,0.0,0.0
hsa-mir-3907,-3.434576841095597,-3.8172726213239536,-3.2387402088460506,-10.26300985692558
hsa-mir-3908,0.0,0.0,0.0,0.0
hsa-mir-3909,0.49583354595913814,0.5144594623841882,0.525665480929445,0.5414670796359861
hsa-mir-3910-1,1.1272810010131333,0.7172581672398052,0.31443542935000707,1.351633856748721
hsa-mir-3910-2,-0.27528462622158517,-0.1430042867528637,-0.5464904680543188,-0.06748911711153817
hsa-mir-3911,0.04049438115653268,0.09876757545800817,-0.4639622034784791,-0.6389370358272652
hsa-mir-3912,-0.007347134684374005,-0.07151848693174741,0.02689001510374453,-0.08707151884635593
hsa-mir-3913-1,-0.0629404192181222,-0.5021025366577337,-0.2668015627222618,-0.18320236596808676
hsa-mir-3913-2,0.10956884524544552,-0.3338203993813367,-0.07299903211613186,-0.1977419181118944
hsa-mir-3914-1,6.366575231406323,6.497790158741728,5.239742808585601,0.0
hsa-mir-3914-2,5.832619444345863,4.856492630100028,5.412864736737175,0.0
hsa-mir-3915,1.7841561913313946,5.418194329674199,2.7683204573355753,0.0
hsa-mir-3916,-0.512658268688598,-0.6382050787265956,0.07601525008501256,-2.340716066725558
hsa-mir-3917,0.2861978341600141,0.00895955092292016,0.26350995470383337,-0.5488638144859984
hsa-mir-3918,2.094004801848375,1.7866582553235506,2.20111227540459,1.1432524310472074
hsa-mir-3919,-0.10294603123893256,0.9131148531162974,0.48218695386927063,-0.7241921509766597
hsa-mir-3920,0.08967507959261634,0.11910341256378189,-0.08441806769299136,0.14418165629748717
hsa-mir-3921,-0.38752946705469266,-1.7772435715139718,-1.0919823015295351,-2.8118633328047675
hsa-mir-3922,0.4374258825849991,0.536048646993328,0.6043524784183157,0.3871108610025786
