Feature,Coefficient
hsa-mir-4662b,-0.03848162315673892
hsa-mir-4664,0.007820159305266803
hsa-mir-4666b,0.02764838181530092
hsa-mir-4667,-0.0348366323875274
hsa-mir-4672,-0.018339263415783867
hsa-mir-4674,0.03906300075324028
hsa-mir-4675,-0.006993581093523471
hsa-mir-4679-1,0.020352317601070643
hsa-mir-4683,-0.02477824188145077
hsa-mir-4686,0.010668273706092858
hsa-mir-4692,-0.006030088401050058
hsa-mir-4694,0.02678168061412046
hsa-mir-4696,0.020409359255862333
hsa-mir-4697,0.013183697660531651
hsa-mir-4705,-0.032553845048963415
hsa-mir-4706,0.002434867440760396
hsa-mir-4709,0.018465919823006233
hsa-mir-4713,0.02702100176821134
hsa-mir-4714,-0.027127158373294977
hsa-mir-4716,0.00806321893627233
hsa-mir-4720,-0.021340485443094186
hsa-mir-4721,-0.0403528659083582
hsa-mir-4723,-0.00975504465494092
hsa-mir-4726,0.018426935407446447
hsa-mir-4728,-0.03327169990542651
hsa-mir-4731,0.015008282225896565
hsa-mir-4737,-0.008128631658804768
hsa-mir-4739,-0.021786280454756026
hsa-mir-4741,-0.008779918102275365
hsa-mir-4742,-0.03584211558278904
hsa-mir-4743,0.01854275020291087
hsa-mir-4747,-0.013642797731074909
hsa-mir-4752,0.016487244694858606
hsa-mir-4753,0.006572665690769023
hsa-mir-4756,0.020601239993714947
hsa-mir-4760,-0.02908067187638886
hsa-mir-4764,0.013955942822536777
hsa-mir-4765,-0.004944004992129755
hsa-mir-4766,0.043313183040330654
hsa-mir-4773-1,-0.0019583329043431543
hsa-mir-4775,-0.011368087252656848
hsa-mir-4777,0.018418841227835162
hsa-mir-4782,0.014598820115237627
hsa-mir-4790,-0.01869791669009437
hsa-mir-4792,0.005001359555254387
hsa-mir-4798,0.005806940619989491
hsa-mir-4800,0.0017630337958587736
hsa-mir-4802,-0.022191748129726418
hsa-mir-4804,-0.004391330815935964
hsa-mir-491,0.025764254166092015
hsa-mir-497,-0.03161009771291232
hsa-mir-5006,-0.01295823615785994
hsa-mir-5011,-0.009453869087330454
hsa-mir-505,-0.03600052864395186
hsa-mir-506,-6.409227025019234e-05
hsa-mir-5089,0.008114724332636988
hsa-mir-516a-1,-0.03738853369460692
hsa-mir-5188,-0.006735082297684246
hsa-mir-5190,0.001430825169584422
hsa-mir-5192,-0.005398544796764354
hsa-mir-5196,0.001282543863355451
hsa-mir-521-1,-0.03197872315501911
hsa-mir-526a-2,-0.017565964612404842
hsa-mir-548a-3,0.021631077440582354
hsa-mir-548ab,-0.012312290455414978
hsa-mir-548ag-1,-0.025651283532943207
hsa-mir-548ah,0.029614884946074588
hsa-mir-548ak,0.061115199136480385
hsa-mir-548al,-0.03059439858321979
hsa-mir-548ao,-0.04516633673944118
hsa-mir-548as,0.0024233905837050293
hsa-mir-548at,-0.0007971840577065822
hsa-mir-548ay,-0.022622272502238413
hsa-mir-548az,0.013187978597190342
hsa-mir-548b,0.02710475354697758
hsa-mir-548ba,0.026414525526403256
hsa-mir-548c,0.054065922329302164
hsa-mir-548f-1,0.007756027760914485
hsa-mir-548h-5,0.0015028249644098183
hsa-mir-548k,-0.038897551526975244
hsa-mir-548l,-0.008726198168664467
hsa-mir-548o-2,0.025155213886661427
hsa-mir-548p,-0.009164353892604742
hsa-mir-548q,-0.008836486615633419
hsa-mir-548t,-0.014089302066589909
hsa-mir-548v,0.00432061945983568
hsa-mir-549a,0.019536788064667632
hsa-mir-550a-3,-0.03176211787768611
hsa-mir-554,-0.00205783789689795
hsa-mir-555,-0.007466779474421905
hsa-mir-5572,-0.009900632511640623
hsa-mir-558,-0.0004401915520408352
hsa-mir-5586,0.01390055290528952
hsa-mir-5587,-0.000887202128542538
hsa-mir-561,-0.027440579881377984
hsa-mir-564,0.017022987156449076
hsa-mir-567,-0.009057216209943385
hsa-mir-5680,-0.0018172118678436112
hsa-mir-5681a,-0.012929634108343531
hsa-mir-5683,0.012568549192311129
hsa-mir-5684,-0.05955508658873722
hsa-mir-5690,0.02771703754168327
hsa-mir-5691,0.02709730018587835
hsa-mir-5692c-2,0.002594510482452788
hsa-mir-5694,0.04912750978766742
hsa-mir-5700,0.01887513188394519
hsa-mir-5702,-0.01936880053898283
hsa-mir-5703,0.008626295916245082
hsa-mir-5704,0.04799463442250457
hsa-mir-5707,-0.012171441719001815
hsa-mir-5708,0.014342045485371801
hsa-mir-571,-0.018494315829052702
hsa-mir-572,-0.007305156890621868
hsa-mir-573,0.011160623763273847
hsa-mir-575,0.023018383887630563
hsa-mir-578,0.036258034734636395
hsa-mir-580,0.01416838639817044
hsa-mir-582,0.0388799855978486
hsa-mir-583,-0.007973192978694489
hsa-mir-584,0.0022732799327637005
hsa-mir-591,0.01235625860993165
hsa-mir-592,-0.00855417558363876
hsa-mir-593,0.014851364107538146
hsa-mir-595,-0.016098684833980043
hsa-mir-597,0.01943859004186647
hsa-mir-600,-0.021081464309549783
hsa-mir-602,0.03308489381649589
hsa-mir-603,0.039090604508742674
hsa-mir-6080,0.019442690492370785
hsa-mir-6081,-0.006773698459104732
hsa-mir-6084,-0.018160195512396154
hsa-mir-609,-0.0011303110616171152
hsa-mir-6090,0.03312723814985108
hsa-mir-612,0.009212575129988774
hsa-mir-6125,-0.00195084908352341
hsa-mir-6126,0.0007200949499742468
hsa-mir-6127,0.03195958315254293
hsa-mir-6130,0.008110434794944785
hsa-mir-614,-0.04327960739700296
hsa-mir-615,-0.016947260665278404
hsa-mir-617,-0.009390804605184884
hsa-mir-621,-0.0008718834098023483
hsa-mir-622,-0.0010047458643714707
hsa-mir-623,-0.006592559601575043
hsa-mir-625,-0.011031623995522535
hsa-mir-630,-0.0175117236829824
hsa-mir-632,0.029212260506608682
hsa-mir-635,-0.026226471572641134
hsa-mir-636,-0.010290119916748747
hsa-mir-640,-0.004467514432265356
hsa-mir-641,-0.016893218643047728
hsa-mir-643,-0.05480628567724156
hsa-mir-6502,0.00949727307320896
hsa-mir-6506,-0.037831735685748706
hsa-mir-6507,-0.00503406575440977
hsa-mir-651,0.02304678483901284
hsa-mir-6510,0.0020344387927979813
hsa-mir-6513,-0.035633354080853795
hsa-mir-6516,0.01691535803303911
hsa-mir-653,0.0020204700196022555
hsa-mir-658,-0.02106881257820141
hsa-mir-659,0.039313627557048134
hsa-mir-661,0.005952380989489095
hsa-mir-663b,-0.01945684823615175
hsa-mir-668,0.013378444614406685
hsa-mir-6717,0.05256774020873799
hsa-mir-6719,0.015746616598977064
hsa-mir-6722,0.007226981032500244
hsa-mir-6731,0.0035038397763409723
hsa-mir-6734,-0.007280938842854764
hsa-mir-6740,0.055802508390379056
hsa-mir-6744,-0.01929085175626432
hsa-mir-6745,-0.011751238033167325
hsa-mir-6752,0.031186392498437746
hsa-mir-6766,0.060375205289761084
hsa-mir-6768,-0.012033647921887306
hsa-mir-6769a,0.025588404255060922
hsa-mir-6769b,0.00034703891569555154
hsa-mir-6770-1,-0.004304625723342316
hsa-mir-6770-2,-0.033753217768460374
hsa-mir-6771,0.030614894668368333
hsa-mir-6775,-0.019188218894734037
hsa-mir-6779,-0.05407336700399919
hsa-mir-6785,-0.004729475833992001
hsa-mir-6787,0.0273545085049831
hsa-mir-6792,0.02821287054722129
hsa-mir-6801,0.00012883491966369877
hsa-mir-6811,0.0331214398191361
hsa-mir-6816,0.008458812617633812
hsa-mir-6817,-0.013362520382472865
hsa-mir-6818,0.0028841715180734527
hsa-mir-6823,-0.05392726264932013
hsa-mir-6826,-0.08052909824820856
hsa-mir-6829,-0.0029820596199409658
hsa-mir-6832,0.0077050952428593285
hsa-mir-6835,0.0205623629558862
hsa-mir-6838,-0.0025495243711137214
hsa-mir-6839,0.01109236727180977
hsa-mir-6846,-0.07817212353695238
hsa-mir-6851,0.008717817346167361
hsa-mir-6855,0.01988828644290958
hsa-mir-6857,0.0022028220074161685
hsa-mir-6858,-0.024045992863927432
hsa-mir-6860,0.01814796712625633
hsa-mir-6862-1,0.0018010597926024796
hsa-mir-6864,-0.021697773843954667
hsa-mir-6866,-0.0410498442800676
hsa-mir-6869,0.015337912166855996
hsa-mir-6870,-0.010393299055787768
hsa-mir-6872,-0.0021359790901665453
hsa-mir-6873,-0.03449366823864769
hsa-mir-6874,-0.018352290657455972
hsa-mir-6875,-0.008116883873602385
hsa-mir-6886,-0.03571912144067356
hsa-mir-6888,0.014386669713281239
hsa-mir-6893,-0.028175419397060628
hsa-mir-7107,0.0031909029318178913
hsa-mir-7109,0.02488237711884519
hsa-mir-711,-0.050740468314588796
hsa-mir-7111,-0.004311788569074872
hsa-mir-7114,-0.026961171985535087
hsa-mir-7152,-0.01425827777529971
hsa-mir-7156,-0.0153628345608936
hsa-mir-7157,-0.011977749350404108
hsa-mir-718,0.0109293149144432
hsa-mir-760,0.05988549678583583
hsa-mir-7641-2,0.021172218752723803
hsa-mir-765,0.004436819013627178
hsa-mir-7705,-0.03783377135770325
hsa-mir-7843,-0.0013583272615956534
hsa-mir-7844,0.018857162889448078
hsa-mir-7847,0.008411581068979917
hsa-mir-7851,-0.0005814510022554299
hsa-mir-7853,-0.024389886875657504
hsa-mir-7973-1,0.015448435183782118
hsa-mir-7974,-0.01822251579457795
hsa-mir-7975,-0.015542022570857085
hsa-mir-8052,0.012445110785762494
hsa-mir-8058,-0.0038726054288797493
hsa-mir-8066,0.06941879120523849
hsa-mir-8072,-0.02260885111488537
hsa-mir-8079,0.0010022486050877805
hsa-mir-8082,0.06002433027376033
hsa-mir-8083,0.01589411413367694
hsa-mir-890,0.03778988403807671
hsa-mir-891a,0.00910470869838722
hsa-mir-891b,0.023306325440268977
hsa-mir-921,0.004941901090879588
hsa-mir-92b,-0.010695606114381214
hsa-mir-933,0.012892927850245725
hsa-mir-934,-0.008307704419779413
hsa-mir-936,0.012198987004176664
hsa-mir-941-1,0.0037089539463765883
