Feature,Diagnosis_Importance,Stage_Importance,Subtype_Importance,Overall_Importance
hsa-mir-6717,0.2934164209139226,0.4299306017414538,0.37715844849656704,1.1005054711519435
hsa-mir-6820,0.35967751096912215,0.36976026743492973,0.3707179599733023,1.1001557383773541
hsa-mir-548b,0.3654320280995542,0.37671614767636996,0.355554219842199,1.097702395618123
hsa-mir-6125,0.41675168246067923,0.27302413960455635,0.40225682904605664,1.092032651111292
hsa-mir-4791,0.3198779999472378,0.3888331722490923,0.38202792464873325,1.0907390968450634
hsa-mir-3138,0.3329903318492678,0.3764541414994572,0.3770460678046165,1.0864905411533416
hsa-mir-454,0.3718425698315404,0.355619205933079,0.35581126529828744,1.0832730410629068
hsa-mir-6810,0.32127465620202755,0.3728995365686451,0.38733288637834573,1.0815070791490182
hsa-mir-30b,0.2773680412783896,0.3780258983846331,0.425016146124755,1.0804100857877776
hsa-mir-6800,0.3355046954228999,0.38980221920357916,0.3533922159193071,1.078699130545786
hsa-mir-143,0.31348740632615957,0.39259963133620374,0.36531811163588185,1.0714051492982453
hsa-mir-326,0.34624193407503656,0.349003246388955,0.37162350254875726,1.066868683012749
hsa-mir-4517,0.2854851235945855,0.3020987807887771,0.47722804151537257,1.064811945898735
hsa-mir-4732,0.3513094524918688,0.35184713650264254,0.3616509880017079,1.0648075769962193
hsa-mir-378c,0.27291231069840605,0.48617776496984255,0.305377776947009,1.0644678526152576
hsa-mir-4465,0.12905379976313183,0.7312765726413303,0.19930316066075404,1.0596335330652162
hsa-mir-6743,0.3416858303115028,0.3573578256807466,0.36014977999397724,1.0591934359862267
hsa-mir-148a,0.330811782528329,0.4230896419320048,0.3019540948957214,1.0558555193560553
hsa-mir-4725,0.34636243265926103,0.3930344442048554,0.3161502893360548,1.0555471662001712
hsa-mir-96,0.31257815877558126,0.33918663438401353,0.4019965124854359,1.0537613056450308
hsa-mir-664a,0.33472479398512,0.4227290139233331,0.29567039309309395,1.0531242010015471
hsa-mir-125b-1,0.31487542779919175,0.3831021521290503,0.3527989553591608,1.0507765352874028
hsa-mir-29b-2,0.3414258352232027,0.38025719689749554,0.32818460056087284,1.049867632681571
hsa-mir-1238,0.3452557237865234,0.3990895813962871,0.3047117391108139,1.0490570442936245
hsa-mir-6891,0.24739670091187566,0.4480780560349099,0.3532771049524515,1.048751861899237
hsa-mir-6511b-2,0.34584313154295604,0.3552633677689729,0.3472184773224444,1.0483249766343734
hsa-mir-3926-2,0.31775583677272284,0.3972228381732281,0.33326989707792937,1.0482485720238803
hsa-mir-3130-2,0.3550362737407414,0.3936019166203182,0.29799998552031515,1.0466381758813748
hsa-mir-3605,0.3272633648783686,0.42207302845112243,0.2969913835209139,1.046327776850405
hsa-mir-4683,0.22921534103527752,0.4704542902825367,0.3415318321633708,1.041201463481185
hsa-mir-5088,0.2933788861025509,0.40508251500692616,0.34246153371009747,1.0409229348195745
hsa-mir-106a,0.31941250129166954,0.38404984025243466,0.336185356581121,1.0396476981252252
hsa-mir-29b-1,0.33834817409685064,0.36676198551639916,0.3331903789149789,1.0383005385282287
hsa-mir-425,0.32235387495534035,0.3281160389138519,0.3860108811505917,1.0364807950197839
hsa-mir-19a,0.3144408540705829,0.32041455651741935,0.4007307748259608,1.035586185413963
hsa-mir-942,0.25651092245655027,0.39404551784047526,0.38492219180555126,1.0354786321025768
hsa-mir-6729,0.32944959400420987,0.3422991944585637,0.3632453141423875,1.034994102605161
hsa-mir-6769a,0.26238035794803377,0.4064127409171003,0.3660107245147258,1.03480382337986
hsa-mir-6511b-1,0.33671523139272,0.3576056738593943,0.33955569583807904,1.0338766010901934
hsa-mir-664b,0.3539660148122495,0.3259155488587418,0.3516849354123503,1.0315664990833415
hsa-mir-660,0.2757491472971174,0.3444908921850505,0.4113219172083866,1.0315619566905545
hsa-mir-6767,0.31412681381739205,0.41474064155286217,0.30238349584744584,1.0312509512177002
hsa-mir-125b-2,0.31827624299697377,0.3658979811569671,0.3449512502750971,1.029125474429038
hsa-mir-6808,0.3282304129028333,0.37696109567715164,0.3213717829420726,1.0265632915220575
hsa-mir-3136,0.3008646923393599,0.34954940970998627,0.374173952687266,1.0245880547366122
hsa-mir-362,0.31534979775627064,0.3185754475419218,0.39034214065824074,1.0242673859564333
hsa-mir-4632,0.3354195745470207,0.3245734863283396,0.3626240370029613,1.0226170978783218
hsa-mir-200c,0.2576967891373685,0.446938919608742,0.3178432890430084,1.0224789977891189
hsa-mir-190a,0.2529998935829033,0.3605538697414104,0.4079447230202003,1.021498486344514
hsa-mir-302d,0.06852425563606007,0.7659645022847674,0.18573847870824775,1.0202272366290752
hsa-mir-15a,0.35770508631817693,0.2779388698107384,0.38226299761471727,1.0179069537436325
hsa-mir-3683,0.15787568871071464,0.4725788093375668,0.38662191372740384,1.0170764117756854
hsa-mir-92a-1,0.2703594615176502,0.3658632652065927,0.37840518885071134,1.0146279155749542
hsa-mir-6763,0.24796795840383146,0.5070906668396781,0.2590697370593776,1.0141283623028872
hsa-mir-6853,0.2738284951319564,0.38672911182402725,0.3532606833499225,1.013818290305906
hsa-mir-451a,0.27610355335471143,0.40773052267364934,0.32923489287503116,1.0130689689033918
hsa-mir-4286,0.33355782522784294,0.3585943662723201,0.31987508284015137,1.0120272743403145
hsa-mir-627,0.3316007322292658,0.37225443665641544,0.30669839662835985,1.0105535655140412
hsa-mir-939,0.2750575883415789,0.43941895043691936,0.2959557724349551,1.0104323112134534
hsa-mir-181a-2,0.3095394042647724,0.3079090355061925,0.39272670641623697,1.0101751461872017
hsa-mir-30a,0.35274457981261653,0.3821842266121631,0.2726626115898887,1.0075914180146683
hsa-mir-25,0.2772093758107987,0.3979920362605264,0.33010642729938944,1.0053078393707144
hsa-mir-33a,0.3379570498774799,0.30875124171180474,0.35811392590123464,1.0048222174905193
hsa-mir-581,0.2774560911742878,0.3664949682000946,0.3604186157926529,1.0043696751670352
hsa-mir-92a-2,0.2649009872439602,0.36186529758174446,0.3745498421362899,1.0013161269619946
hsa-mir-369,0.2881685798163377,0.35653836064329114,0.3515939351067441,0.9963008755663729
hsa-mir-6727,0.28701682559934577,0.3475813039302178,0.3608695952180792,0.9954677247476427
hsa-mir-6836,0.3417075255107555,0.3275592230267698,0.322670068013206,0.9919368165507314
hsa-mir-7850,0.3406276525948766,0.32253030685569783,0.32772821306655153,0.990886172517126
hsa-mir-6735,0.30408127835936694,0.34037742621333167,0.34448024966882007,0.9889389542415187
hsa-mir-3653,0.29988298731021656,0.3096675510551592,0.3789260879514458,0.9884766263168215
hsa-mir-532,0.26107025250692445,0.351311874701118,0.37569491764685964,0.9880770448549021
hsa-mir-106b,0.3252320442792456,0.3685120183948169,0.2937557890813914,0.9874998517554539
hsa-mir-1245a,0.250481478670066,0.4797138737080734,0.2567446365983596,0.9869399889764989
hsa-mir-24-1,0.30360181935850933,0.37230507168301963,0.3105985614779474,0.9865054525194763
hsa-mir-136,0.3196328066066868,0.3435651533106897,0.32328578411931674,0.9864837440366933
hsa-mir-3620,0.2711195880232632,0.4083160374733221,0.30703280597208404,0.9864684314686694
hsa-mir-24-2,0.3094916499402222,0.37094539055402553,0.30554172378117783,0.9859787642754255
hsa-mir-4674,0.31297038671739963,0.32399361032666707,0.34889923645126053,0.9858632334953272
hsa-mir-4524a,0.2850446202857265,0.41947503705978695,0.280548893707059,0.9850685510525725
hsa-mir-6726,0.3301653419263878,0.3370005959583487,0.3168351466256094,0.984001084510346
hsa-mir-181c,0.20918443958561514,0.37036392333190304,0.40435918266881704,0.9839075455863353
hsa-mir-379,0.3119563567341482,0.3455532923697797,0.3263530549456157,0.9838627040495436
hsa-mir-2861,0.329332622018171,0.33060288144188493,0.32354161806866283,0.9834771215287188
hsa-mir-3662,0.2687082685570287,0.3175542159783944,0.39720583951890576,0.9834683240543288
hsa-mir-4521,0.30329540973301244,0.32048183526263047,0.35788940874777486,0.9816666537434178
hsa-mir-6862-2,0.2444738285300707,0.36071901323647293,0.3760163997570976,0.9812092415236413
hsa-mir-6741,0.302464185223514,0.38796508947266617,0.28914970005595503,0.9795789747521353
hsa-mir-1228,0.3020865398305063,0.3459045126599007,0.3314169778801811,0.9794080303705881
hsa-mir-323b,0.2807085709084189,0.2882197878168549,0.4088181151991032,0.9777464739243771
hsa-mir-3610,0.2787764480092601,0.3651736770487371,0.3327002889364559,0.9766504139944532
hsa-mir-500a,0.2596296216363013,0.37139890768784495,0.34351964339864766,0.9745481727227938
hsa-mir-127,0.3045558164257136,0.34479906345821554,0.3241795210975996,0.9735344009815288
hsa-mir-6721,0.296267976666064,0.32416937381295186,0.3527131920883351,0.973150542567351
hsa-mir-487a,0.3009998392679718,0.32659290656682904,0.34550881930613253,0.9731015651409334
hsa-mir-1247,0.21154912996184805,0.46848278789282943,0.29183575099076714,0.9718676688454446
hsa-mir-5187,0.28852773255840847,0.3773243042169666,0.3059902028263402,0.9718422396017152
hsa-mir-6868,0.18468623340090684,0.46916425027908737,0.3168118353537004,0.9706623190336946
hsa-mir-4638,0.2639209982685562,0.4944358319896441,0.21113991176881053,0.9694967420270107
hsa-mir-496,0.3019370339819379,0.32303219166869523,0.3440568749826865,0.9690261006333196
hsa-mir-382,0.30178142050261025,0.3535250283095928,0.31371490929827106,0.9690213581104742
hsa-mir-150,0.28527654685649895,0.3570150253332733,0.32569642776996377,0.967987999959736
hsa-mir-545,0.2922617519715639,0.3953681726431497,0.27799738830019927,0.9656273129149129
hsa-mir-3199-2,0.24637774738258317,0.252046464216715,0.4664355813133506,0.9648597929126488
hsa-mir-21,0.2998340077635485,0.3909053973809763,0.2729078707830187,0.9636472759275435
hsa-mir-181a-1,0.2657876073842148,0.33791524106847887,0.35993959069756787,0.9636424391502615
hsa-mir-6734,0.34358089719578533,0.2736026771397086,0.3459145329920501,0.963098107327544
hsa-mir-92b,0.24072560764909645,0.3902319421018387,0.3312249473516113,0.9621824971025466
hsa-mir-32,0.3191643607252087,0.2959118545564441,0.34576388855745577,0.9608401038391086
hsa-mir-638,0.29189707592925374,0.33326669021036426,0.3350977929384871,0.9602615590781052
hsa-mir-616,0.32597077043309264,0.2609724587854485,0.37238443040751157,0.9593276596260527
hsa-mir-181b-2,0.2797103331539535,0.3497112917846341,0.3298223731171811,0.9592439980557687
hsa-mir-5091,0.262317181112409,0.3353841778762327,0.3613287590554529,0.9590301180440947
hsa-mir-134,0.31575451497787854,0.3204259687331375,0.32217965944243787,0.958360143153454
hsa-mir-151a,0.2808753160691438,0.40808012315559367,0.26783202206312423,0.9567874612878617
hsa-mir-665,0.3114552667143769,0.31999264976396335,0.32485034063444246,0.9562982571127827
hsa-mir-6833,0.2775463203708467,0.33675775179358614,0.34191396629139903,0.9562180384558319
hsa-mir-3691,0.28298797606375325,0.30661025552110643,0.366518576511787,0.9561168080966467
hsa-mir-4802,0.23133032285393362,0.3538406737113377,0.37044462194354866,0.95561561850882
hsa-mir-4766,0.2497577111705613,0.3927058652979335,0.3118649440036734,0.9543285204721683
hsa-mir-765,0.25058792557100334,0.3813400812353293,0.3222458093415237,0.9541738161478563
hsa-mir-3682,0.2877798341319654,0.3963727859700124,0.2694850186166859,0.9536376387186638
hsa-mir-210,0.32610802330937416,0.30764672961001366,0.318893889781018,0.952648642700406
hsa-mir-17,0.30359369323229674,0.2873694514333831,0.36145202955346095,0.9524151742191407
hsa-mir-6777,0.32736730232592165,0.42629589969645304,0.19527390643796905,0.9489371084603437
hsa-mir-6730,0.3236768053797512,0.29640636996613373,0.3279426089164461,0.948025784262331
hsa-mir-550a-3,0.28214247987206725,0.3397141624735169,0.3247558651338501,0.9466125074794343
hsa-mir-4436b-2,0.31752928228723387,0.29317831848030923,0.33589584376456383,0.946603444532107
hsa-mir-214,0.3019090664574504,0.30433782450615215,0.3402580189887777,0.9465049099523802
hsa-mir-181b-1,0.26593313628856974,0.3447584869160641,0.3350369050022961,0.9457285282069299
hsa-mir-5189,0.3276130149576904,0.314244555300784,0.3028074731385285,0.9446650433970029
hsa-mir-224,0.27337101853047757,0.3424135662949478,0.3285408898206126,0.9443254746460379
hsa-mir-4443,0.3040927797778221,0.3179054087358903,0.32224219896719,0.9442403874809024
hsa-mir-411,0.3060112218240121,0.3239885298742345,0.31318085278392194,0.9431806044821684
hsa-mir-4709,0.2785398969556224,0.37166224824888044,0.29264070216842386,0.9428428473729267
hsa-mir-656,0.27076038498584565,0.3704647040049627,0.3015856054330418,0.9428106944238501
hsa-mir-6871,0.2898484822498892,0.3250326217910484,0.325305274984165,0.9401863790251026
hsa-mir-151b,0.26811691427042716,0.3500697449661441,0.3209967357190652,0.9391833949556364
hsa-mir-511,0.26361779216245673,0.3769526040554821,0.29737456945855895,0.9379449656764978
hsa-mir-4777,0.22048163324675485,0.3451329890395989,0.37177888484960697,0.9373935071359607
hsa-mir-632,0.30378005104515615,0.27287300490653105,0.3573350618020714,0.9339881177537586
hsa-mir-5001,0.26099877850525255,0.2897181799789038,0.38311530874534677,0.9338322672295032
hsa-mir-1307,0.3222212409569316,0.3237339329579775,0.2852503086581329,0.931205482573042
hsa-mir-6503,0.2632505352294638,0.3716673654869182,0.29561693591383265,0.9305348366302146
hsa-mir-145,0.26615676370801356,0.3405326799498615,0.3227991410394213,0.9294885846972964
hsa-mir-27a,0.3027178207098981,0.3581911914004814,0.26840816311380644,0.929317175224186
hsa-mir-144,0.2581917355710453,0.36044651671097394,0.31048940427014005,0.9291276565521593
hsa-mir-624,0.28414388163922955,0.2733164929807437,0.3711963178970967,0.9286566925170698
hsa-mir-409,0.28964314646026795,0.30882028022138597,0.32867466851486477,0.9271380951965187
hsa-mir-320a,0.2580923250650604,0.40738062243487516,0.2600787144531767,0.9255516619531123
hsa-mir-6757,0.23379924670340843,0.3974929442638573,0.2924445154144786,0.9237367063817443
hsa-mir-377,0.29476333889361256,0.31376819084615654,0.3148569786632085,0.9233885084029776
hsa-mir-574,0.29282581725479817,0.32587405906359285,0.3045063445612519,0.923206220879643
hsa-mir-149,0.2358341583124044,0.38006481291321126,0.30518149388713145,0.9210804651127471
hsa-mir-6852,0.27366366315925517,0.33899314052571117,0.30822412545177896,0.9208809291367452
hsa-mir-378a,0.2754016724314397,0.3535357632521856,0.2905263315189117,0.919463767202537
hsa-mir-654,0.30191343876083293,0.316491650773609,0.29930954217928074,0.9177146317137227
hsa-mir-130a,0.2651039101486803,0.36389204506998335,0.2884090464453497,0.9174050016640134
hsa-mir-3909,0.19673684195893482,0.3796202077961449,0.3408027628884701,0.9171598126435498
hsa-mir-501,0.2694458050055105,0.3613232641298544,0.285709114438854,0.9164781835742188
hsa-mir-564,0.2692545475294355,0.27300504265922104,0.37292822760511374,0.9151878177937702
hsa-mir-141,0.24225877791791872,0.31989302802470165,0.35079650440594873,0.9129483103485692
hsa-mir-3926-1,0.19925993117561366,0.4478761833389888,0.2652060852235423,0.9123421997381448
hsa-mir-4423,0.27392587635454924,0.2988576287443946,0.3394847354272852,0.912268240526229
hsa-mir-767,0.2620444561001045,0.18184103938691945,0.46821544627038847,0.9121009417574124
hsa-mir-4758,0.2751791847024337,0.35920249268811866,0.27657452331779137,0.9109562007083438
hsa-mir-7641-1,0.28081910960723316,0.32849719727890064,0.3016377325270687,0.9109540394132025
hsa-mir-4665,0.2582290765512175,0.28464881465880787,0.367816085893253,0.9106939771032784
hsa-mir-1294,0.2104807752311718,0.34489182061016693,0.35531092417458976,0.9106835200159284
hsa-mir-4296,0.05050859822699784,0.616200765298094,0.24199318188285432,0.9087025454079461
hsa-mir-889,0.27937918828004354,0.30509278280276264,0.3238146999253804,0.9082866710081865
hsa-mir-629,0.29713353999435566,0.3290874058117027,0.28168241807264055,0.9079033638786989
hsa-mir-4652,0.22056211951812282,0.49541172429947,0.191113554405839,0.9070873982234319
hsa-mir-337,0.3012279666340439,0.30874068359117446,0.29660205578922766,0.9065707060144461
hsa-mir-6792,0.2924923180713138,0.3224370436554198,0.2900005014642924,0.9049298631910261
hsa-mir-4634,0.304356946402576,0.2931162578338385,0.3073335809725203,0.9048067852089348
hsa-mir-7702,0.44646603297394555,0.22919180345980755,0.22808111515922913,0.9037389515929822
hsa-mir-6794,0.2720435168902191,0.3293184184412736,0.30160549960906863,0.9029674349405614
hsa-mir-323a,0.27530457776260164,0.2893955182963894,0.338212542020332,0.902912638079323
hsa-mir-3188,0.14708027112200883,0.38377969920317695,0.37076271672438244,0.9016226870495682
hsa-mir-23b,0.2480855779016647,0.30796731187285625,0.3454264771408611,0.901479366915382
hsa-mir-3162,0.2968254944533236,0.29714143388898007,0.3070647235113877,0.9010316518536914
hsa-mir-153-2,0.27174152473263974,0.258324037105283,0.36933450773088633,0.8994000695688091
hsa-mir-4772,0.3132879952044142,0.2427212693801747,0.3422282452347857,0.8982375098193746
hsa-mir-1178,0.28508124092532255,0.3281088992723585,0.2848479058465512,0.8980380460442322
hsa-mir-1908,0.28079664009151517,0.3174984886500679,0.2996049792996014,0.8979001080411845
hsa-mir-4473,0.2273400988504394,0.3765769840784574,0.293796941131534,0.8977140240604308
hsa-mir-1185-1,0.26520965912251093,0.3246740028783448,0.3077141643820546,0.8975978263829103
hsa-mir-1537,0.2966319438217876,0.38077591630144303,0.21978666795402974,0.8971945280772604
hsa-mir-539,0.2780106323644015,0.30739187790261796,0.31161579069914,0.8970183009661595
hsa-mir-3613,0.29202380199257494,0.2962035129905708,0.30861589969237907,0.8968432146755247
hsa-mir-30e,0.28630114805209705,0.37002367280112636,0.24003743693609036,0.8963622577893138
hsa-mir-4746,0.2271927580522876,0.3069159195880438,0.3621181345372716,0.896226812177603
hsa-mir-6750,0.25278654736422496,0.36938127544872934,0.27398640676408303,0.8961542295770374
hsa-mir-758,0.2949278380079561,0.3079060370833823,0.29306412540667065,0.895898000498009
hsa-mir-4742,0.2883336875278081,0.31159110165729925,0.295941099050144,0.8958658882352514
hsa-mir-370,0.2951021834478617,0.3096522918868232,0.290796145044982,0.895550620379667
hsa-mir-20b,0.24082344900779598,0.3967810711079652,0.25765457172382356,0.8952590918395847
hsa-mir-7156,0.13737369993155915,0.3657527070906759,0.3921027891636416,0.8952291961858767
hsa-mir-658,0.28223036985043837,0.2686698164448381,0.34345654942480985,0.8943567357200863
hsa-mir-1249,0.26111168553308667,0.33080157803155075,0.30010523985654375,0.8920185034211812
hsa-mir-299,0.29263546003778024,0.31575973571306415,0.2835073461125429,0.8919025418633874
hsa-mir-192,0.3581716168215736,0.2392752023612322,0.29430848534093196,0.8917553045237379
hsa-mir-1284,0.2022960103318136,0.40597037767261923,0.28035097235216994,0.8886173603566028
hsa-mir-487b,0.2649700812824159,0.3143299840121805,0.3091683482878339,0.8884684135824302
hsa-mir-3940,0.2932238776766518,0.3076054396719742,0.2873751570568755,0.8882044744055015
hsa-mir-410,0.2902805342027934,0.30017395442421224,0.2975449207062748,0.8879994093332805
hsa-mir-6769b,0.2752308687982083,0.30961284112443316,0.30288442569471674,0.8877281356173582
hsa-mir-762,0.45593322755510557,0.19647646908713548,0.23524867463066423,0.8876583712729053
hsa-mir-4312,0.061323361530246125,0.6516518669219029,0.17466171196549302,0.8876369404176421
hsa-mir-6789,0.27568897202361986,0.31403571127975555,0.29774682997558694,0.8874715132789623
hsa-mir-182,0.2512212187908523,0.3914727116181275,0.24408907636802404,0.8867830067770038
hsa-mir-4714,0.27991306157939116,0.2665324704891122,0.33950278655371696,0.8859483186222203
hsa-mir-7846,0.270308900146178,0.2864551681001124,0.3287929009741129,0.8855569692204033
hsa-mir-1185-2,0.2577476075033166,0.36245716564044195,0.265164279362214,0.8853690525059725
hsa-mir-4751,0.2807850423954774,0.26449763756855904,0.33988476168937615,0.8851674416534125
hsa-mir-3941,0.2741583900565397,0.36017822059760424,0.2507235024487617,0.8850601131029057
hsa-mir-5571,0.24359098672505566,0.30165495329872527,0.33920759098133957,0.8844535310051205
hsa-mir-7641-2,0.2745437070954034,0.3186307597254499,0.29084793296695877,0.884022399787812
hsa-mir-34a,0.2571363887546144,0.28251419014198126,0.34437009724497825,0.884020676141574
hsa-mir-544a,0.2434331648100536,0.307687969589423,0.33246155714292147,0.8835826915423981
hsa-mir-6516,0.19499100198610975,0.37575023958293097,0.31176790729918435,0.8825091488682251
